"","type","variable","obs","pred"
"936...19320","calibration","P retention",15,13.7327640092997
"8541...19321","calibration","P retention",29,34.3978465357457
"5412...19322","calibration","P retention",21,22.1470585191561
"6203...19323","calibration","P retention",6,9.47174877799797
"7942...19324","calibration","P retention",24,27.7026411549511
"4023...19325","calibration","P retention",30,23.3453650857344
"4589...19326","calibration","P retention",60,63.0899443676317
"4564...19327","calibration","P retention",46,49.2612713734562
"4970...19328","calibration","P retention",42,39.6523792526716
"7694...19329","calibration","P retention",12,11.2176093859776
"7561...19330","calibration","P retention",14,14.8000006997596
"6259...19331","calibration","P retention",5,7.63700029491802
"7278...19332","calibration","P retention",16,21.1863931452894
"5388...19333","calibration","P retention",13,12.1224827952209
"6922...19334","calibration","P retention",30,32.4780926756216
"4142...19335","calibration","P retention",31,30.8481903443417
"4008...19336","calibration","P retention",8,12.1076898423917
"7925...19337","calibration","P retention",12,12.0434883428467
"4552...19338","calibration","P retention",91,84.8907515121759
"5382...19339","calibration","P retention",11,11.294134293893
"1972...19340","calibration","P retention",13,6.20976804975761
"6621...19341","calibration","P retention",12,16.8188524765375
"4787...19342","calibration","P retention",73,64.88830953713
"4607...19343","calibration","P retention",38,31.9582460857075
"4973...19344","calibration","P retention",33,35.4610581679183
"4818...19345","calibration","P retention",78,78.988218736452
"4609...19346","calibration","P retention",61,61.7543229470226
"1328...19347","calibration","P retention",23,22.8816559863988
"6463...19348","calibration","P retention",20,12.5655803421153
"6808...19349","calibration","P retention",88,76.0894805419744
"922...19350","calibration","P retention",12,13.2106854310653
"4753...19351","calibration","P retention",70,65.8050832575369
"8213...19352","calibration","P retention",8,7.33429403121323
"4238...19353","calibration","P retention",99,105.722840543296
"6254...19354","calibration","P retention",14,8.13064595265216
"7990...19355","calibration","P retention",13,11.8667057983345
"4810...19356","calibration","P retention",25,29.5302609544449
"5639...19357","calibration","P retention",57,62.1164443514592
"7301...19358","calibration","P retention",29,36.1367452343183
"6348...19359","calibration","P retention",31,34.4848762411103
"3586...19360","calibration","P retention",93,80.4190086313106
"7868...19361","calibration","P retention",11,7.13681264464764
"4994...19362","calibration","P retention",25,19.3854498559396
"3828...19363","calibration","P retention",14,5.74031583557596
"6585...19364","calibration","P retention",14,10.5146848859813
"6950...19365","calibration","P retention",16,13.7330480313337
"4826...19366","calibration","P retention",75,66.2647990537738
"6797...19367","calibration","P retention",19,22.1740970307563
"6129...19368","calibration","P retention",39,39.9686158943963
"4587...19369","calibration","P retention",31,28.952706523498
"7884...19370","calibration","P retention",9,0.821360913462758
"3784...19371","calibration","P retention",24,19.8305588831944
"7240...19372","calibration","P retention",13,12.5196465343177
"8113...19373","calibration","P retention",36,23.9764752344319
"7594...19374","calibration","P retention",23,21.8561473431121
"6694...19375","calibration","P retention",24,25.3004824361813
"3683...19376","calibration","P retention",21,28.2411924268228
"6547...19377","calibration","P retention",27,9.19466001078417
"4802...19378","calibration","P retention",71,70.4263891144605
"6114...19379","calibration","P retention",26,36.2067765308987
"8429...19380","calibration","P retention",24,37.2210833030284
"5661...19381","calibration","P retention",53,50.9534159990575
"6695...19382","calibration","P retention",14,13.6839651578418
"8520...19383","calibration","P retention",26,35.4408291449232
"6952...19384","calibration","P retention",10,7.57129247487805
"6440...19385","calibration","P retention",8,3.10894433488501
"5520...19386","calibration","P retention",18,15.2872100842928
"6075...19387","calibration","P retention",94,84.5040202995208
"4165...19388","calibration","P retention",49,43.5474778208799
"3774...19389","calibration","P retention",26,26.3473974700492
"7664...19390","calibration","P retention",6,12.4098746147342
"5147...19391","calibration","P retention",40,32.4402350083181
"6738...19392","calibration","P retention",22,25.2787539225403
"4765...19393","calibration","P retention",40,33.2699031192666
"3671...19394","calibration","P retention",18,24.0480252784938
"4227...19395","calibration","P retention",4,6.75515972882487
"6946...19396","calibration","P retention",8,3.37801905163225
"6070...19397","calibration","P retention",52,47.5437925669069
"6443...19398","calibration","P retention",11,9.70830241263264
"3998...19399","calibration","P retention",27,6.11968597868076
"6698...19400","calibration","P retention",16,16.7699475344278
"4751...19401","calibration","P retention",82,80.7906836356658
"3699...19402","calibration","P retention",20,29.1867907205095
"1880...19403","calibration","P retention",4,5.24224483557456
"5651...19404","calibration","P retention",46,46.6352585942108
"4373...19405","calibration","P retention",50,56.2014726721287
"4565...19406","calibration","P retention",42,42.5008215448375
"5579...19407","calibration","P retention",56,54.2449889636234
"3718...19408","calibration","P retention",15,7.89560714875978
"7904...19409","calibration","P retention",14,12.2418062648216
"6798...19410","calibration","P retention",16,18.5336067652226
"5425...19411","calibration","P retention",9,8.84347449564939
"4756...19412","calibration","P retention",39,42.5303187075352
"8240...19413","calibration","P retention",27,29.3618207200932
"6806...19414","calibration","P retention",46,48.6059047512631
"7793...19415","calibration","P retention",13,16.3671121224202
"4203...19416","calibration","P retention",18,18.6157309779675
"4174...19417","calibration","P retention",71,57.882994876953
"6427...19418","calibration","P retention",23,17.7530169107235
"7939...19419","calibration","P retention",20,23.6381555542545
"6031...19420","calibration","P retention",23,19.5049052744754
"4155...19421","calibration","P retention",84,78.0180293046455
"5669...19422","calibration","P retention",21,13.1214404766783
"5631...19423","calibration","P retention",33,35.1981102307281
"3936...19424","calibration","P retention",82,69.9491605089145
"5054...19425","calibration","P retention",19,21.4394592254941
"8522...19426","calibration","P retention",11,16.3578141214234
"4505...19427","calibration","P retention",25,17.4241614424875
"3659...19428","calibration","P retention",69,57.7098708804207
"7777...19429","calibration","P retention",8,11.0622926050827
"3937...19430","calibration","P retention",7,2.75515786748739
"5072...19431","calibration","P retention",8,1.75677270735104
"5645...19432","calibration","P retention",58,57.4843935101829
"6948...19433","calibration","P retention",12,9.88294416936549
"7866...19434","calibration","P retention",13,9.73493747937807
"3435...19435","calibration","P retention",20,15.6767339976271
"4625...19436","calibration","P retention",58,57.0334916935686
"7886...19437","calibration","P retention",9,7.84115254395057
"4586...19438","calibration","P retention",44,32.4369377755544
"3930...19439","calibration","P retention",89,81.8038297752106
"4614...19440","calibration","P retention",71,58.1453258955997
"6455...19441","calibration","P retention",32,41.5378710185064
"3785...19442","calibration","P retention",22,18.881638749412
"7567...19443","calibration","P retention",22,31.4486047640846
"5717...19444","calibration","P retention",9,4.39199827696776
"4975...19445","calibration","P retention",28,31.7116973407416
"3550...19446","calibration","P retention",90,77.6736330743013
"7688...19447","calibration","P retention",16,9.72906891812091
"6191...19448","calibration","P retention",8,15.7708793479372
"3524...19449","calibration","P retention",80,73.6027344836469
"5464...19450","calibration","P retention",42,40.6551350845253
"6390...19451","calibration","P retention",14,18.7790849753312
"1954...19452","calibration","P retention",6,6.58388937533136
"6205...19453","calibration","P retention",11,10.4694331639536
"7906...19454","calibration","P retention",14,12.8937988870646
"7577...19455","calibration","P retention",5,4.61870546258364
"7679...19456","calibration","P retention",10,7.85234233321016
"3831...19457","calibration","P retention",18,13.5098972245002
"5563...19458","calibration","P retention",12,22.7612649311311
"6415...19459","calibration","P retention",9,11.4611619102469
"4836...19460","calibration","P retention",71,58.9900800563373
"2048...19461","calibration","P retention",19,26.4944755820295
"4247...19462","calibration","P retention",33,31.4308245246235
"6155...19463","calibration","P retention",80,88.4152464931723
"7941...19464","calibration","P retention",25,27.9599298201086
