,lower,upper,pred,obs,type,variable
1371,3.970624,16.479935,10.225279,13.0, Calibration,clay
1372,1.8059134,11.406166,6.6060395,4.0, Calibration,clay
1373,9.613694,29.530495,19.572094,20.0, Calibration,clay
1374,12.653759,35.929726,24.291742,25.0, Calibration,clay
1375,15.955962,42.194725,29.075344,30.0, Calibration,clay
1376,0.33017135,5.1509705,2.740571,2.0, Calibration,clay
1377,18.419857,45.744793,32.082325,37.94, Calibration,clay
1378,19.838148,48.48146,34.159805,39.0, Calibration,clay
1379,0.118202925,4.8117228,2.4649627,0.4, Calibration,clay
1380,24.863724,55.130264,39.996994,42.0, Calibration,clay
1381,0.3382311,16.302704,8.320468,14.12, Calibration,clay
1382,42.562786,74.1046,58.33369,49.89, Calibration,clay
1383,8.4191065,27.697056,18.05808,13.0, Calibration,clay
1384,16.436207,42.74807,29.592138,35.0, Calibration,clay
1385,2.258965,11.510195,6.8845797,0.01, Calibration,clay
1386,4.52443,20.16047,12.342449,3.0, Calibration,clay
1387,52.130074,81.61062,66.870346,67.0, Calibration,clay
1388,7.7320633,26.243176,16.98762,25.0, Calibration,clay
1389,15.5873785,41.081287,28.334333,22.772278, Calibration,clay
1390,0.5858476,6.1994514,3.3926497,3.0, Calibration,clay
1391,9.48847,30.599066,20.043768,22.0, Calibration,clay
1392,3.7602358,17.322853,10.541544,8.0, Calibration,clay
1393,20.725983,49.401634,35.06381,46.0, Calibration,clay
1394,11.204295,33.932568,22.568432,23.0, Calibration,clay
1395,38.530354,70.88434,54.707348,51.75, Calibration,clay
1396,10.997047,33.814663,22.405855,24.27, Calibration,clay
1397,1.4752359,9.023115,5.2491755,6.0, Calibration,clay
1398,35.672974,69.710106,52.69154,50.0, Calibration,clay
1399,9.42381,31.685047,20.554428,22.0, Calibration,clay
1400,14.306676,40.485653,27.396164,31.0, Calibration,clay
1401,1.0833447,7.6141815,4.348763,4.0, Calibration,clay
1402,14.332271,40.000828,27.16655,41.44, Calibration,clay
1403,3.349257,15.033396,9.191326,7.0, Calibration,clay
1404,5.2063036,21.844238,13.525271,8.0, Calibration,clay
1405,9.790209,29.825426,19.807817,20.55, Calibration,clay
1406,16.648857,42.777103,29.71298,25.0, Calibration,clay
1407,9.762676,30.826061,20.294369,19.0, Calibration,clay
1408,10.635094,32.256348,21.44572,19.69, Calibration,clay
1409,46.23436,78.18268,62.20852,78.0, Calibration,clay
1410,19.613464,48.434364,34.023914,37.0, Calibration,clay
1411,30.172596,61.11253,45.642563,45.0, Calibration,clay
1412,30.679356,62.30115,46.490253,56.6, Calibration,clay
1413,15.252155,40.929874,28.091015,39.87, Calibration,clay
1414,17.3546,45.08625,31.220425,32.0, Calibration,clay
1415,2.7411318,14.731454,8.736293,10.0, Calibration,clay
1416,3.7051735,16.198648,9.951911,16.97, Calibration,clay
1417,9.695165,29.640347,19.667755,24.36, Calibration,clay
1418,31.746817,65.507225,48.62702,51.0, Calibration,clay
1419,11.580728,34.276028,22.928377,22.0, Calibration,clay
1420,5.362579,20.04192,12.70225,9.0, Calibration,clay
1421,9.560127,29.842224,19.701176,19.0, Calibration,clay
1422,13.681831,37.45428,25.568056,28.29, Calibration,clay
1423,6.834074,24.181654,15.507864,11.0, Calibration,clay
1424,11.155584,33.51362,22.3346,21.0, Calibration,clay
1425,18.522038,45.81558,32.168808,31.88, Calibration,clay
1426,19.744314,47.658363,33.70134,39.54, Calibration,clay
1427,40.15178,71.46199,55.806885,58.0, Calibration,clay
1428,2.4616904,12.644642,7.553166,4.55, Calibration,clay
1429,3.9456096,16.709787,10.327699,13.0, Calibration,clay
1430,16.12254,42.791588,29.457064,48.0, Calibration,clay
1431,11.876769,38.271053,25.073912,20.37, Calibration,clay
1432,15.041155,40.77977,27.910461,35.75, Calibration,clay
1433,5.2718716,20.700285,12.986078,8.12, Calibration,clay
1434,9.43908,30.139568,19.789324,27.0, Calibration,clay
1435,20.590027,48.0894,34.339714,36.0, Calibration,clay
1436,14.679002,40.20059,27.439795,24.0, Calibration,clay
1437,5.122644,20.785845,12.954245,19.79, Calibration,clay
1438,18.91338,46.533047,32.723213,31.0, Calibration,clay
1439,10.450606,32.22593,21.338268,23.12, Calibration,clay
1440,2.838088,14.878509,8.858298,5.0, Calibration,clay
1441,8.106562,27.393312,17.749937,7.0, Calibration,clay
1442,12.694598,36.52201,24.608305,24.7, Calibration,clay
